Applicant_ID,Govt_Employed, Income_annum, Cibil_Score, Education, Loan_Status
1101, No,4000000,874, Not Graduate, Approved
1102, Yes,3900000,808, Not Graduate, Approved
1103, Yes,1600000,487, Graduate, Rejected
1104, No,2700000,870, Graduate, Approved
1105, No,1400000,840, Graduate, Approved
1106, Yes,8000000,682, Not Graduate, Approved
1107, Yes,8200000,668, Graduate, Approved
1108, Yes,4800000,781, Graduate, Approved
1109, No,8100000,375, Graduate, Rejected
1110, No,5900000,857, Not Graduate, Approved
1111, Yes,8100000,823, Graduate, Approved
1112, No,1400000,686, Graduate, Approved
1113, No,1600000,721, Graduate, Approved
1114, No,4600000,545, Graduate, Rejected
1115, No,2900000,523, Not Graduate, Rejected
1116, Yes,8600000,607, Graduate, Approved
1117, No,3800000,428, Not Graduate, Rejected
1118, No,8200000,666, Not Graduate, Approved
1119, No,3200000,704, Graduate, Approved
1120, Yes,8100000,794, Not Graduate, Approved
1121, Yes,9800000,430, Graduate, Rejected
1122, No,200000,615, Not Graduate, Approved
1123, No,6600000,360, Not Graduate, Rejected
1124, No,9100000,458, Not Graduate, Rejected
1125, No,5500000,887, Not Graduate, Approved
1126, No,7200000,735, Not Graduate, Approved
1127, No,2400000,379, Not Graduate, Rejected
1128, No,9600000,544, Graduate, Rejected
1129, Yes,5800000,721, Graduate, Approved
1130, No,2300000,676, Not Graduate, Approved
1131, No,300000,342, Not Graduate, Approved
1132, No,9900000,566, Not Graduate, Approved
1133, No,3500000,355, Not Graduate, Approved
1134, No,4800000,605, Graduate, Approved
1135, No,1600000,525, Not Graduate, Rejected
1136, Yes,800000,403, Graduate, Rejected
1137, Yes,9000000,727, Graduate, Approved
1138, No,8300000,529, Graduate, Rejected
1139, No,2800000,415, Graduate, Rejected
1140, Yes,6400000,879, Graduate, Approved
1141, Yes,6000000,649, Not Graduate, Approved
1142, No,2900000,395, Graduate, Rejected
1143, No,6500000,488, Graduate, Rejected
1144, Yes,200000,569, Graduate, Approved
1145, No,8400000,817, Not Graduate, Approved
1146, Yes,6100000,706, Graduate, Approved
1147, Yes,8000000,553, Graduate, Approved
1148, Yes,900000,464, Not Graduate, Rejected
1149, No,7300000,729, Graduate, Approved
1150, Yes,3700000,363, Not Graduate, Rejected
1151, No,5200000,565, Graduate, Approved
1152, No,7200000,421, Graduate, Rejected
1153, Yes,9400000,512, Not Graduate, Rejected
1154, Yes,3400000,730, Not Graduate, Approved
1155, No,600000,627, Graduate, Approved
1156, Yes,3300000,434, Not Graduate, Rejected
1157, Yes,5900000,410, Graduate, Rejected
1158, No,1300000,624, Not Graduate, Approved
1159, Yes,5700000,656, Graduate, Approved
1160, No,7700000,758, Not Graduate, Approved
1161, Yes,7000000,336, Not Graduate, Rejected
1162, No,8100000,378, Graduate, Rejected
1163, Yes,1900000,620, Graduate, Approved
1164, No,4500000,593, Graduate, Approved
1165, Yes,9600000,710, Not Graduate, Approved
1166, Yes,5400000,753, Not Graduate, Approved
1167, Yes,7800000,454, Not Graduate, Rejected
1168, Yes,8200000,619, Graduate, Approved
1169, No,8900000,367, Graduate, Rejected
1170, No,1400000,384, Graduate, Rejected
1171, No,1700000,610, Graduate, Approved
1172, No,5300000,802, Graduate, Approved
1173, No,6500000,858, Graduate, Approved
1174, No,5900000,599, Graduate, Approved
1175, Yes,9800000,395, Graduate, Rejected
1176, Yes,7700000,380, Graduate, Rejected
1177, No,7900000,803, Graduate, Approved
1178, No,3500000,809, Graduate, Approved
1179, No,2400000,722, Not Graduate, Approved
1180, No,9900000,392, Graduate, Rejected
1181, No,3900000,545, Graduate, Rejected
1182, Yes,7300000,799, Not Graduate, Approved
1183, Yes,6400000,727, Graduate, Approved
1184, No,7100000,530, Graduate, Rejected
1185, No,8800000,637, Not Graduate, Approved
1186, No,7400000,561, Graduate, Approved
1187, No,4400000,421, Not Graduate, Rejected
1188, Yes,8600000,459, Graduate, Rejected
1189, No,6900000,828, Not Graduate, Approved
1190, No,9600000,679, Graduate, Approved
1191, Yes,8100000,455, Graduate, Rejected
1192, No,2600000,879, Not Graduate, Approved
1193, Yes,9300000,636, Graduate, Approved
1194, Yes,2100000,426, Not Graduate, Rejected
1195, Yes,9000000,508, Not Graduate, Rejected
1196, Yes,7000000,768, Not Graduate, Approved
1197, No,2200000,667, Not Graduate, Approved
1198, Yes,7500000,440, Graduate, Approved
1199, Yes,8300000,366, Graduate, Rejected
1200, No,300000,383, Not Graduate, Rejected
1201, Yes,300000,603, Not Graduate, Approved
1202, No,3900000,728, Graduate, Approved
1203, No,6600000,549, Not Graduate, Rejected
1204, No,4100000,855, Graduate, Approved
1205, Yes,1800000,461, Graduate, Rejected
1206, Yes,7000000,379, Not Graduate, Rejected
1207, Yes,5100000,559, Not Graduate, Approved
1208, Yes,300000,816, Not Graduate, Approved
1209, Yes,4300000,560, Not Graduate, Approved
1210, Yes,3200000,645, Graduate, Approved
1211, Yes,4200000,551, Not Graduate, Approved
1212, Yes,9600000,515, Not Graduate, Rejected
1213, No,1300000,657, Graduate, Approved
1214, No,2400000,682, Not Graduate, Approved
1215, No,600000,588, Graduate, Approved
1216, Yes,9600000,359, Graduate, Rejected
1217, No,400000,766, Graduate, Approved
1218, No,5900000,469, Graduate, Rejected
1219, Yes,700000,618, Graduate, Approved
1220, Yes,8600000,711, Not Graduate, Approved
1221, Yes,9000000,549, Graduate, Approved
1222, Yes,5100000,754, Graduate, Approved
1223, Yes,500000,461, Not Graduate, Rejected
1224, No,1600000,837, Graduate, Approved
1225, Yes,9800000,459, Graduate, Rejected
1226, No,7800000,614, Graduate, Approved
1227, No,6500000,373, Not Graduate, Rejected
1228, Yes,7500000,512, Graduate, Rejected
1229, Yes,8900000,781, Graduate, Approved
1230, Yes,1800000,305, Graduate, Rejected
1231, Yes,7600000,447, Not Graduate, Rejected
1232, Yes,1200000,757, Graduate, Approved
1233, Yes,2700000,723, Graduate, Approved
1234, Yes,4600000,463, Not Graduate, Rejected
1235, No,6900000,699, Not Graduate, Approved
1236, Yes,8400000,308, Graduate, Approved
1237, No,300000,702, Graduate, Approved
1238, Yes,9500000,456, Not Graduate, Approved
1239, Yes,1900000,651, Graduate, Approved
1240, No,4200000,840, Not Graduate, Approved
1241, Yes,2200000,848, Graduate, Approved
1242, Yes,7100000,727, Graduate, Approved
1243, No,3500000,335, Graduate, Rejected
1244, No,400000,304, Not Graduate, Rejected
1245, Yes,8800000,712, Graduate, Approved
1246, No,1800000,737, Not Graduate, Approved
1247, Yes,7600000,690, Graduate, Approved
1248, Yes,1000000,888, Graduate, Approved
1249, Yes,8200000,839, Not Graduate, Approved
1250, Yes,3600000,333, Not Graduate, Rejected
1251, No,9400000,862, Graduate, Approved
1252, No,2600000,309, Not Graduate, Approved
1253, No,9500000,823, Not Graduate, Approved
1254, Yes,3500000,649, Graduate, Approved
1255, Yes,9800000,726, Not Graduate, Approved
1256, No,800000,712, Graduate, Approved
1257, No,9700000,701, Not Graduate, Approved
1258, No,6200000,655, Graduate, Approved
1259, Yes,4400000,385, Not Graduate, Rejected
1260, No,1800000,777, Graduate, Approved
1261, No,1700000,696, Graduate, Approved
1262, No,3900000,496, Graduate, Rejected
1263, Yes,2200000,659, Graduate, Approved
1264, Yes,6300000,542, Not Graduate, Rejected
1265, No,2200000,729, Not Graduate, Approved
1266, No,8100000,744, Graduate, Approved
1267, No,6800000,749, Not Graduate, Approved
1268, No,4700000,755, Graduate, Approved
1269, Yes,2200000,506, Graduate, Rejected
1270, Yes,3500000,391, Graduate, Rejected
1271, Yes,3500000,898, Not Graduate, Approved
1272, No,500000,527, Not Graduate, Rejected
1273, No,9900000,470, Not Graduate, Rejected
1274, No,8400000,694, Graduate, Approved
1275, No,5000000,325, Graduate, Rejected
1276, Yes,5500000,880, Not Graduate, Approved
1277, Yes,3000000,459, Graduate, Rejected
1278, Yes,9400000,323, Not Graduate, Rejected
1279, No,7600000,739, Graduate, Approved
1280, Yes,5500000,724, Not Graduate, Approved
1281, No,3100000,487, Graduate, Rejected
1282, No,7700000,439, Graduate, Approved
1283, No,9800000,655, Graduate, Approved
1284, No,3200000,443, Not Graduate, Rejected
1285, No,700000,489, Graduate, Rejected
1286, Yes,3100000,427, Not Graduate, Rejected
1287, Yes,4500000,417, Graduate, Rejected
1288, Yes,8900000,842, Not Graduate, Approved
1289, No,5900000,307, Not Graduate, Approved
1290, No,1500000,428, Not Graduate, Rejected
1291, Yes,6300000,415, Not Graduate, Rejected
1292, Yes,6500000,405, Not Graduate, Rejected
1293, No,8000000,683, Graduate, Approved
1294, Yes,3300000,742, Graduate, Approved
1295, No,3900000,530, Not Graduate, Rejected
1296, No,1600000,844, Graduate, Approved
1297, Yes,3900000,715, Not Graduate, Approved
1298, Yes,8000000,476, Graduate, Rejected
1299, No,2200000,721, Graduate, Approved
1300, No,7600000,339, Not Graduate, Rejected
1301, Yes,2700000,461, Not Graduate, Rejected
1302, Yes,6300000,556, Graduate, Approved
1303, No,7700000,483, Not Graduate, Rejected
1304, No,4500000,406, Graduate, Rejected
1305, Yes,9400000,513, Graduate, Rejected
1306, No,4600000,574, Not Graduate, Approved
1307, Yes,5200000,692, Graduate, Approved
1308, Yes,8000000,867, Graduate, Approved
1309, Yes,9900000,875, Not Graduate, Approved
1310, Yes,8500000,597, Graduate, Approved
1311, Yes,4900000,513, Graduate, Rejected
1312, Yes,7000000,354, Graduate, Approved
1313, No,9600000,647, Not Graduate, Approved
1314, No,9700000,875, Graduate, Approved
1315, No,6200000,819, Graduate, Approved
1316, Yes,4100000,521, Not Graduate, Rejected
1317, Yes,6100000,761, Graduate, Approved
1318, No,700000,572, Graduate, Approved
1319, No,6400000,571, Graduate, Approved
1320, Yes,3800000,891, Graduate, Approved
1321, No,4900000,895, Not Graduate, Approved
1322, No,2100000,580, Graduate, Approved
1323, No,6200000,605, Graduate, Approved
1324, No,1600000,705, Not Graduate, Approved
1325, Yes,1300000,423, Not Graduate, Rejected
1326, Yes,7300000,846, Not Graduate, Approved
1327, No,2100000,542, Not Graduate, Rejected
1328, No,600000,631, Not Graduate, Approved
1329, No,7000000,318, Graduate, Rejected
1330, Yes,3000000,541, Not Graduate, Rejected
1331, No,900000,782, Graduate, Approved
1332, No,9600000,888, Graduate, Approved
1333, No,1500000,747, Graduate, Approved
1334, Yes,5000000,641, Graduate, Approved
1335, Yes,500000,640, Graduate, Approved
1336, No,7600000,324, Not Graduate, Rejected
1337, No,5500000,359, Graduate, Rejected
1338, Yes,6600000,338, Not Graduate, Rejected
1339, No,1400000,384, Graduate, Rejected
1340, Yes,8800000,545, Not Graduate, Rejected
1341, No,6200000,610, Not Graduate, Approved
1342, Yes,8300000,840, Graduate, Approved
1343, No,2400000,630, Not Graduate, Approved
1344, No,9100000,508, Graduate, Approved
1345, Yes,9500000,535, Not Graduate, Approved
1346, No,1200000,717, Graduate, Approved
1347, Yes,7700000,735, Graduate, Approved
1348, Yes,7800000,528, Graduate, Rejected
1349, Yes,9400000,350, Graduate, Rejected
1350, No,1700000,422, Not Graduate, Rejected
1351, No,4000000,496, Graduate, Rejected
1352, No,4200000,794, Not Graduate, Approved
1353, No,2400000,719, Graduate, Approved
1354, Yes,2700000,630, Not Graduate, Approved
1355, Yes,600000,843, Not Graduate, Approved
1356, No,4600000,764, Graduate, Approved
1357, No,7200000,662, Graduate, Approved
1358, No,4700000,311, Not Graduate, Rejected
1359, No,4300000,606, Not Graduate, Approved
1360, No,4700000,874, Graduate, Approved
1361, Yes,8700000,370, Not Graduate, Approved
1362, No,7000000,414, Graduate, Rejected
1363, No,600000,800, Not Graduate, Approved
1364, No,6800000,779, Not Graduate, Approved
1365, No,6400000,553, Not Graduate, Approved
1366, No,7600000,445, Not Graduate, Rejected
1367, No,9000000,496, Not Graduate, Rejected
1368, Yes,2400000,650, Graduate, Approved
1369, No,6800000,783, Not Graduate, Approved
1370, Yes,3500000,535, Graduate, Rejected
1371, Yes,8900000,415, Graduate, Rejected
1372, No,6000000,709, Not Graduate, Approved
1373, No,700000,819, Not Graduate, Approved
1374, Yes,6800000,841, Not Graduate, Approved
1375, Yes,5300000,700, Not Graduate, Approved
1376, Yes,1400000,881, Graduate, Approved
1377, Yes,1400000,804, Graduate, Approved
1378, No,9200000,653, Not Graduate, Approved
1379, Yes,7900000,663, Graduate, Approved
1380, No,4500000,495, Not Graduate, Rejected
1381, No,3800000,335, Not Graduate, Rejected
1382, Yes,1500000,618, Graduate, Approved
1383, No,1200000,480, Not Graduate, Rejected
1384, No,1700000,843, Not Graduate, Approved
1385, No,5200000,483, Graduate, Rejected
1386, No,1600000,548, Not Graduate, Rejected
1387, Yes,6600000,379, Graduate, Rejected
1388, Yes,9400000,771, Not Graduate, Approved
1389, Yes,300000,353, Graduate, Rejected
1390, No,4600000,668, Not Graduate, Approved
1391, Yes,6100000,387, Not Graduate, Approved
1392, Yes,1500000,789, Not Graduate, Approved
1393, Yes,400000,855, Graduate, Approved
1394, No,8700000,751, Not Graduate, Approved
1395, No,7000000,739, Not Graduate, Approved
1396, No,4700000,492, Graduate, Rejected
1397, Yes,7600000,896, Not Graduate, Approved
1398, Yes,9200000,545, Not Graduate, Rejected
1399, No,9400000,891, Not Graduate, Approved
1400, No,4800000,848, Graduate, Approved
1401, Yes,600000,884, Not Graduate, Approved
1402, Yes,4900000,439, Graduate, Rejected
1403, Yes,3300000,586, Graduate, Approved
1404, Yes,9100000,308, Graduate, Rejected
1405, No,6100000,300, Graduate, Rejected
1406, Yes,8400000,741, Graduate, Approved
1407, No,7900000,698, Graduate, Approved
1408, Yes,6100000,733, Not Graduate, Approved
1409, Yes,2000000,571, Not Graduate, Approved
1410, Yes,9900000,490, Graduate, Rejected
1411, No,9500000,451, Not Graduate, Rejected
1412, Yes,1900000,559, Graduate, Approved
1413, Yes,6900000,577, Graduate, Approved
1414, Yes,1500000,613, Not Graduate, Approved
1415, No,1900000,785, Not Graduate, Approved
1416, Yes,2300000,690, Graduate, Approved
1417, No,7800000,351, Not Graduate, Rejected
1418, No,400000,447, Not Graduate, Rejected
1419, Yes,9400000,708, Graduate, Approved
1420, No,9100000,549, Graduate, Rejected
1421, Yes,9000000,797, Graduate, Approved
1422, No,7100000,537, Not Graduate, Rejected
1423, No,800000,828, Graduate, Approved
1424, Yes,4500000,471, Graduate, Rejected
1425, No,8500000,336, Graduate, Rejected
1426, Yes,2500000,424, Not Graduate, Rejected
1427, No,1500000,440, Graduate, Rejected
1428, No,6200000,583, Not Graduate, Approved
1429, Yes,1300000,480, Not Graduate, Rejected
1430, No,6600000,670, Not Graduate, Approved
1431, Yes,5300000,329, Graduate, Rejected
1432, No,1400000,754, Not Graduate, Approved
1433, Yes,2900000,588, Not Graduate, Approved
1434, No,6500000,551, Not Graduate, Approved
1435, No,8300000,316, Graduate, Rejected
1436, Yes,8900000,382, Not Graduate, Rejected
1437, No,5300000,717, Graduate, Approved
1438, No,2800000,676, Graduate, Approved
1439, No,8000000,667, Not Graduate, Approved
1440, No,3900000,821, Not Graduate, Approved
1441, No,6200000,345, Graduate, Rejected
1442, Yes,5900000,442, Not Graduate, Rejected
1443, Yes,6000000,672, Graduate, Approved
1444, Yes,9100000,508, Not Graduate, Approved
1445, Yes,3400000,615, Graduate, Approved
1446, Yes,1800000,689, Graduate, Approved
1447, No,300000,747, Graduate, Rejected
1448, Yes,9000000,412, Graduate, Rejected
1449, No,6400000,703, Graduate, Approved
1450, No,5800000,884, Not Graduate, Approved
1451, Yes,2600000,651, Graduate, Approved
1452, No,6600000,793, Not Graduate, Approved
1453, No,6100000,407, Not Graduate, Approved
1454, No,4100000,390, Not Graduate, Rejected
1455, Yes,300000,469, Not Graduate, Rejected
1456, No,4700000,373, Graduate, Rejected
1457, Yes,1500000,304, Graduate, Approved
1458, No,2700000,833, Not Graduate, Approved
1459, No,6900000,302, Graduate, Approved
1460, No,7600000,397, Graduate, Rejected
1461, No,4100000,891, Graduate, Approved
1462, No,4100000,457, Not Graduate, Rejected
1463, No,1600000,657, Not Graduate, Approved
1464, Yes,400000,480, Not Graduate, Approved
1465, Yes,4400000,840, Graduate, Approved
1466, Yes,3800000,866, Not Graduate, Approved
1467, No,4300000,619, Not Graduate, Approved
1468, Yes,9000000,748, Graduate, Approved
1469, Yes,9500000,881, Not Graduate, Approved
1470, Yes,6900000,829, Graduate, Approved
1471, No,4300000,312, Not Graduate, Rejected
1472, No,6600000,467, Not Graduate, Rejected
1473, Yes,5200000,650, Graduate, Approved
1474, Yes,400000,711, Graduate, Approved
1475, No,1300000,886, Not Graduate, Approved
1476, No,9700000,494, Not Graduate, Rejected
1477, Yes,5400000,741, Graduate, Approved
1478, No,1200000,876, Not Graduate, Approved
1479, Yes,7000000,610, Graduate, Approved
1480, No,7600000,778, Graduate, Approved
1481, Yes,700000,571, Graduate, Approved
1482, Yes,7500000,554, Graduate, Approved
1483, Yes,2300000,712, Not Graduate, Approved
1484, Yes,5600000,695, Not Graduate, Approved
1485, Yes,5400000,366, Not Graduate, Rejected
1486, Yes,1800000,426, Not Graduate, Rejected
1487, No,2900000,320, Not Graduate, Rejected
1488, Yes,1400000,543, Not Graduate, Rejected
1489, No,2800000,525, Graduate, Rejected
1490, Yes,3300000,812, Not Graduate, Approved
1491, No,7000000,697, Not Graduate, Approved
1492, No,3900000,527, Not Graduate, Rejected
1493, No,5700000,512, Not Graduate, Approved
1494, No,4100000,671, Graduate, Approved
1495, Yes,2200000,539, Graduate, Rejected
1496, No,2200000,532, Not Graduate, Rejected
1497, Yes,2500000,485, Not Graduate, Rejected
1498, Yes,900000,521, Not Graduate, Rejected
1499, No,2900000,874, Not Graduate, Approved
1500, No,9800000,788, Not Graduate, Approved
1501, No,5200000,659, Not Graduate, Approved
1502, Yes,8600000,498, Graduate, Rejected
1503, Yes,4800000,310, Graduate, Rejected
1504, No,2000000,785, Graduate, Approved
1505, No,3600000,309, Graduate, Rejected
1506, Yes,5300000,433, Not Graduate, Approved
1507, Yes,400000,801, Not Graduate, Approved
1508, Yes,6500000,488, Graduate, Rejected
1509, Yes,2300000,756, Not Graduate, Approved
1510, No,1000000,757, Graduate, Approved
1511, No,3200000,828, Not Graduate, Approved
1512, Yes,3400000,733, Graduate, Approved
1513, No,9600000,421, Not Graduate, Rejected
1514, No,5300000,872, Not Graduate, Approved
1515, No,4700000,393, Graduate, Rejected
1516, No,9700000,700, Graduate, Approved
1517, No,8800000,613, Graduate, Approved
1518, No,5900000,455, Graduate, Rejected
1519, Yes,2400000,871, Graduate, Approved
1520, Yes,7900000,497, Graduate, Rejected
1521, No,1400000,649, Graduate, Approved
1522, Yes,3500000,709, Graduate, Approved
1523, No,3400000,705, Graduate, Approved
1524, No,6100000,476, Graduate, Approved
1525, Yes,3000000,819, Not Graduate, Approved
1526, Yes,3400000,535, Not Graduate, Rejected
1527, Yes,400000,889, Graduate, Approved
1528, No,5900000,468, Graduate, Rejected
1529, Yes,400000,759, Graduate, Approved
1530, Yes,9000000,426, Graduate, Approved
1531, Yes,8800000,712, Graduate, Approved
1532, Yes,2000000,615, Graduate, Approved
1533, No,4700000,784, Graduate, Approved
1534, No,2700000,677, Not Graduate, Approved
1535, No,2600000,306, Not Graduate, Rejected
1536, Yes,9000000,655, Not Graduate, Approved
1537, No,5100000,755, Not Graduate, Approved
1538, No,6600000,598, Graduate, Approved
1539, No,4400000,712, Graduate, Approved
1540, Yes,1500000,524, Not Graduate, Rejected
1541, No,6200000,838, Not Graduate, Approved
1542, Yes,900000,560, Graduate, Approved
1543, No,7700000,759, Not Graduate, Approved
1544, Yes,600000,454, Graduate, Rejected
1545, No,4300000,539, Not Graduate, Approved
1546, Yes,8200000,827, Not Graduate, Approved
1547, No,3500000,686, Not Graduate, Approved
1548, Yes,9900000,371, Graduate, Rejected
1549, No,700000,784, Graduate, Approved
1550, Yes,2100000,826, Graduate, Approved
1551, No,3200000,502, Not Graduate, Rejected
1552, No,2900000,367, Graduate, Rejected
1553, No,7000000,541, Not Graduate, Rejected
1554, No,3700000,608, Graduate, Approved
1555, Yes,4500000,570, Not Graduate, Approved
1556, No,200000,752, Graduate, Approved
1557, Yes,5600000,873, Not Graduate, Approved
1558, No,5400000,538, Graduate, Approved
1559, No,300000,819, Not Graduate, Approved
1560, Yes,7500000,770, Graduate, Approved
1561, Yes,2500000,345, Not Graduate, Rejected
1562, Yes,3100000,730, Graduate, Approved
1563, Yes,7600000,835, Graduate, Approved
1564, Yes,500000,811, Not Graduate, Approved
1565, No,2700000,662, Not Graduate, Approved
1566, Yes,3500000,420, Not Graduate, Approved
1567, No,3700000,413, Not Graduate, Approved
1568, Yes,5600000,367, Not Graduate, Rejected
1569, Yes,4800000,390, Not Graduate, Rejected
1570, Yes,5200000,602, Not Graduate, Approved
1571, No,2900000,843, Graduate, Approved
1572, No,2700000,713, Graduate, Approved
1573, No,5000000,591, Graduate, Approved
1574, Yes,2700000,701, Not Graduate, Approved
1575, Yes,2800000,655, Not Graduate, Approved
1576, Yes,7300000,720, Not Graduate, Approved
1577, Yes,5900000,794, Graduate, Approved
1578, No,8100000,392, Graduate, Rejected
1579, Yes,1900000,583, Graduate, Approved
1580, No,1800000,457, Graduate, Rejected
1581, Yes,7600000,570, Not Graduate, Approved
1582, No,9100000,890, Graduate, Approved
1583, Yes,5300000,472, Not Graduate, Rejected
1584, No,3700000,788, Not Graduate, Approved
1585, No,9500000,605, Not Graduate, Approved
1586, No,8300000,473, Graduate, Rejected
1587, No,6400000,728, Graduate, Approved
1588, Yes,5300000,505, Graduate, Rejected
1589, Yes,5600000,407, Graduate, Rejected
1590, Yes,900000,464, Graduate, Rejected
1591, Yes,2400000,514, Graduate, Rejected
1592, No,9500000,627, Graduate, Approved
1593, Yes,7400000,627, Not Graduate, Approved
1594, Yes,1500000,858, Not Graduate, Approved
1595, Yes,8800000,607, Graduate, Approved
1596, Yes,4900000,663, Not Graduate, Approved
1597, Yes,8100000,522, Not Graduate, Rejected
1598, Yes,2300000,610, Not Graduate, Approved
1599, Yes,3000000,462, Not Graduate, Rejected
1600, Yes,3900000,591, Not Graduate, Approved
1601, Yes,1700000,636, Graduate, Approved
1602, Yes,2100000,359, Not Graduate, Rejected
1603, Yes,9700000,542, Graduate, Rejected
1604, Yes,3500000,642, Not Graduate, Approved
1605, Yes,1500000,414, Not Graduate, Approved
1606, Yes,8800000,865, Not Graduate, Approved
1607, No,900000,369, Graduate, Rejected
1608, Yes,3500000,838, Graduate, Approved
1609, No,5500000,582, Not Graduate, Approved
1610, Yes,9800000,416, Not Graduate, Rejected
1611, No,2100000,705, Graduate, Approved
1612, No,1800000,306, Graduate, Rejected
1613, Yes,5800000,851, Graduate, Approved
1614, No,6700000,613, Graduate, Approved
1615, No,4300000,366, Graduate, Rejected
1616, No,1200000,431, Graduate, Rejected
1617, Yes,9700000,754, Not Graduate, Approved
1618, Yes,5400000,447, Graduate, Rejected
1619, Yes,5300000,510, Not Graduate, Rejected
1620, No,7300000,324, Graduate, Rejected
1621, No,9500000,523, Graduate, Rejected
1622, Yes,7200000,362, Not Graduate, Rejected
1623, Yes,9000000,657, Graduate, Approved
1624, No,6500000,790, Not Graduate, Approved
1625, Yes,9500000,500, Graduate, Rejected
1626, Yes,9900000,465, Not Graduate, Approved
1627, No,2900000,409, Not Graduate, Rejected
1628, Yes,700000,626, Graduate, Approved
1629, No,4200000,545, Not Graduate, Rejected
1630, No,4200000,654, Not Graduate, Approved
1631, No,7600000,515, Not Graduate, Rejected
1632, Yes,7100000,838, Graduate, Approved
1633, Yes,4700000,406, Not Graduate, Rejected
1634, Yes,9800000,573, Graduate, Approved
1635, Yes,9800000,611, Graduate, Approved
1636, No,5100000,649, Not Graduate, Approved
1637, Yes,3300000,775, Not Graduate, Approved
1638, No,4500000,469, Graduate, Rejected
1639, Yes,3900000,587, Graduate, Approved
1640, Yes,3200000,316, Graduate, Rejected
1641, No,3200000,556, Graduate, Approved
1642, No,9600000,578, Not Graduate, Approved
1643, Yes,8700000,554, Not Graduate, Approved
1644, Yes,1900000,892, Not Graduate, Approved
1645, Yes,2900000,315, Not Graduate, Rejected
1646, No,6200000,695, Not Graduate, Approved
1647, No,5900000,806, Not Graduate, Approved
1648, Yes,3200000,638, Not Graduate, Approved
1649, Yes,1300000,610, Not Graduate, Approved
1650, Yes,1300000,810, Not Graduate, Approved
1651, No,8700000,866, Graduate, Approved
1652, No,6300000,760, Not Graduate, Approved
1653, No,4300000,556, Graduate, Approved
1654, Yes,6400000,684, Not Graduate, Approved
1655, Yes,7700000,578, Not Graduate, Approved
1656, No,6900000,814, Not Graduate, Approved
1657, No,4200000,510, Not Graduate, Rejected
1658, No,3900000,674, Not Graduate, Approved
1659, Yes,2000000,570, Graduate, Approved
1660, No,500000,680, Not Graduate, Approved
1661, No,3500000,803, Graduate, Approved
1662, Yes,3100000,357, Not Graduate, Rejected
1663, Yes,4900000,575, Not Graduate, Approved
1664, No,1000000,546, Not Graduate, Approved
1665, No,6700000,370, Graduate, Rejected
1666, No,4100000,713, Graduate, Approved
1667, Yes,1600000,896, Not Graduate, Approved
1668, Yes,2400000,626, Graduate, Approved
1669, No,2200000,854, Graduate, Approved
1670, No,3200000,802, Graduate, Approved
1671, Yes,1600000,382, Not Graduate, Rejected
1672, No,3900000,415, Not Graduate, Rejected
1673, Yes,2000000,366, Graduate, Approved
1674, Yes,7600000,595, Graduate, Approved
1675, No,9800000,356, Not Graduate, Rejected
1676, No,7900000,568, Not Graduate, Approved
1677, No,1600000,615, Graduate, Approved
1678, Yes,6400000,313, Graduate, Rejected
1679, Yes,6400000,575, Graduate, Approved
1680, No,1600000,577, Graduate, Approved
1681, No,9200000,455, Graduate, Rejected
1682, No,7800000,500, Not Graduate, Rejected
1683, Yes,4000000,509, Not Graduate, Rejected
1684, Yes,6100000,379, Not Graduate, Rejected
1685, No,7100000,664, Graduate, Approved
1686, Yes,2500000,623, Not Graduate, Approved
1687, No,3200000,558, Graduate, Approved
1688, No,1700000,580, Graduate, Approved
1689, No,6300000,612, Graduate, Approved
1690, Yes,700000,705, Graduate, Approved
1691, Yes,1100000,301, Graduate, Rejected
1692, Yes,8900000,711, Not Graduate, Approved
1693, No,300000,735, Graduate, Approved
1694, No,2200000,682, Not Graduate, Approved
1695, No,3400000,348, Not Graduate, Rejected
1696, Yes,7900000,750, Graduate, Approved
1697, Yes,5800000,835, Not Graduate, Approved
1698, Yes,9400000,389, Graduate, Rejected
1699, No,4800000,866, Graduate, Approved
1700, No,7600000,689, Not Graduate, Approved
1701, No,5900000,645, Not Graduate, Approved
1702, Yes,4300000,797, Graduate, Approved
1703, No,6100000,849, Graduate, Approved
1704, No,5400000,423, Graduate, Rejected
1705, Yes,5200000,370, Not Graduate, Rejected
1706, No,8500000,378, Not Graduate, Rejected
1707, No,900000,417, Not Graduate, Rejected
1708, No,1400000,530, Not Graduate, Rejected
1709, Yes,2400000,543, Not Graduate, Rejected
1710, No,6300000,750, Graduate, Approved
1711, No,3100000,346, Graduate, Rejected
1712, Yes,6900000,330, Graduate, Rejected
1713, Yes,3000000,712, Not Graduate, Approved
1714, No,3100000,376, Not Graduate, Rejected
1715, No,600000,338, Not Graduate, Rejected
1716, Yes,4700000,600, Not Graduate, Approved
1717, No,2500000,495, Graduate, Rejected
1718, No,9700000,300, Graduate, Approved
1719, Yes,7600000,691, Not Graduate, Approved
1720, No,8400000,519, Graduate, Rejected
1721, Yes,3800000,540, Graduate, Rejected
1722, Yes,3100000,562, Not Graduate, Approved
1723, No,5700000,323, Not Graduate, Rejected
1724, Yes,5500000,312, Graduate, Rejected
1725, Yes,200000,511, Not Graduate, Approved
1726, Yes,3700000,621, Not Graduate, Approved
1727, Yes,1600000,512, Not Graduate, Rejected
1728, No,3900000,786, Graduate, Approved
