applicant_id,govt_employed,income_annum,cibil_score,education,loan_status
3319,yes,9000000,451, Graduate,Rejected
503,yes,4300000,601, Graduate,Approved
823,yes,8300000,415, Graduate,Rejected
2871,yes,4000000,847, Graduate,Approved
4135,yes,5700000,819, Graduate,Approved
601,yes,4200000,396, Not Graduate,Rejected
1477,yes,5400000,741, Graduate,Approved
2891,yes,8600000,497, Not Graduate,Approved
843,yes,6700000,768, Graduate,Approved
4138,yes,1300000,808, Graduate,Approved
1376,yes,1400000,881, Graduate,Approved
3471,yes,8300000,696, Not Graduate,Approved
3039,yes,6400000,300, Not Graduate,Rejected
2836,yes,1400000,694, Graduate,Approved
2362,yes,8300000,504, Not Graduate,Rejected
1702,yes,4300000,797, Graduate,Approved
1057,yes,6500000,301, Not Graduate,Rejected
1448,yes,9000000,412, Graduate,Rejected
2438,yes,1100000,814, Graduate,Approved
375,yes,3600000,814, Not Graduate,Approved
351,yes,6700000,445, Not Graduate,Rejected
3403,yes,9200000,538, Not Graduate,Rejected
1690,yes,700000,705, Graduate,Approved
381,yes,8300000,814, Graduate,Approved
1241,yes,2200000,848, Graduate,Approved
3682,yes,9800000,364, Graduate,Rejected
326,yes,2700000,850, Not Graduate,Approved
2397,yes,2600000,730, Graduate,Approved
532,yes,300000,655, Not Graduate,Approved
1233,yes,2700000,723, Graduate,Approved
4228,yes,400000,496, Graduate,Approved
4124,yes,6200000,508, Not Graduate,Rejected
4085,yes,9300000,351, Not Graduate,Rejected
728,yes,2200000,877, Not Graduate,Approved
452,yes,500000,618, Graduate,Approved
1201,yes,300000,603, Not Graduate,Approved
1853,yes,3700000,447, Not Graduate,Rejected
3908,yes,1000000,341, Graduate,Rejected
4172,yes,8400000,643, Graduate,Approved
1042,yes,4000000,799, Not Graduate,Approved
1581,yes,7600000,570, Not Graduate,Approved
651,yes,9800000,704, Graduate,Approved
1788,yes,5700000,491, Not Graduate,Rejected
3736,yes,5400000,705, Graduate,Approved
2405,yes,4300000,552, Graduate,Approved
2325,yes,3200000,393, Not Graduate,Approved
30,yes,9000000,850, Not Graduate,Approved
1745,yes,9300000,808, Not Graduate,Approved
2126,yes,4900000,370, Graduate,Rejected
3447,yes,1800000,670, Not Graduate,Approved
3753,yes,6400000,628, Graduate,Approved
1153,yes,9400000,512, Not Graduate,Rejected
1312,yes,7000000,354, Graduate,Approved
1568,yes,5600000,367, Not Graduate,Rejected
3262,yes,2800000,647, Not Graduate,Approved
934,yes,6200000,679, Not Graduate,Approved
1985,yes,6100000,758, Graduate,Approved
407,yes,9200000,318, Graduate,Rejected
2711,yes,7400000,548, Graduate,Rejected
2415,yes,3800000,340, Not Graduate,Rejected
2568,yes,5500000,666, Not Graduate,Approved
2015,yes,8800000,844, Graduate,Approved
2905,yes,5200000,830, Not Graduate,Approved
2135,yes,8500000,538, Not Graduate,Rejected
1198,yes,7500000,440, Graduate,Approved
1864,yes,6000000,606, Not Graduate,Approved
3138,yes,6700000,701, Not Graduate,Approved
3166,yes,7500000,488, Graduate,Rejected
2984,yes,2600000,615, Graduate,Approved
1933,yes,3800000,831, Graduate,Approved
1867,yes,200000,412, Not Graduate,Rejected
102,yes,300000,702, Not Graduate,Approved
3699,yes,500000,615, Not Graduate,Approved
534,yes,1700000,765, Graduate,Approved
3575,yes,8700000,829, Not Graduate,Approved
222,yes,7900000,695, Graduate,Approved
2624,yes,300000,315, Not Graduate,Approved
2966,yes,8000000,570, Not Graduate,Approved
2259,yes,6700000,406, Graduate,Rejected
230,yes,1100000,503, Not Graduate,Rejected
3578,yes,9700000,788, Not Graduate,Approved
999,yes,8900000,568, Graduate,Approved
4249,yes,5300000,352, Graduate,Rejected
3259,yes,2000000,404, Not Graduate,Approved
1945,yes,4700000,887, Graduate,Approved
3299,yes,6800000,338, Not Graduate,Rejected
2501,yes,3600000,589, Not Graduate,Approved
2802,yes,4400000,875, Graduate,Approved
3268,yes,6000000,607, Graduate,Approved
3743,yes,5700000,429, Graduate,Rejected
1593,yes,7400000,627, Not Graduate,Approved
2113,yes,9200000,618, Graduate,Approved
1444,yes,9100000,508, Not Graduate,Approved
160,yes,4000000,318, Graduate,Rejected
1935,yes,5000000,699, Graduate,Approved
2727,yes,4700000,416, Graduate,Rejected
2639,yes,2900000,312, Graduate,Rejected
2066,yes,9100000,543, Not Graduate,Rejected
962,yes,2400000,888, Graduate,Approved
3742,yes,6900000,887, Not Graduate,Approved
1020,yes,3000000,555, Not Graduate,Approved
2209,yes,300000,324, Graduate,Rejected
1986,yes,7300000,373, Graduate,Rejected
4257,yes,7400000,348, Graduate,Rejected
3533,yes,8200000,831, Graduate,Approved
4219,yes,7700000,684, Graduate,Approved
2505,yes,9200000,564, Graduate,Approved
602,yes,5300000,828, Graduate,Approved
2108,yes,6400000,320, Not Graduate,Rejected
812,yes,9600000,763, Not Graduate,Approved
3019,yes,5700000,775, Not Graduate,Approved
3501,yes,8300000,704, Not Graduate,Approved
3164,yes,9900000,550, Not Graduate,Approved
3048,yes,2000000,596, Graduate,Approved
600,yes,4900000,758, Not Graduate,Approved
461,yes,5400000,350, Graduate,Rejected
1507,yes,400000,801, Not Graduate,Approved
3788,yes,8300000,650, Graduate,Approved
3653,yes,8400000,889, Not Graduate,Approved
3154,yes,2500000,852, Graduate,Approved
3430,yes,7800000,493, Not Graduate,Rejected
3789,yes,3900000,665, Not Graduate,Approved
3112,yes,7300000,813, Graduate,Approved
303,yes,2000000,633, Graduate,Approved
2669,yes,3600000,700, Graduate,Approved
2232,yes,9400000,817, Not Graduate,Approved
563,yes,7100000,389, Graduate,Rejected
1403,yes,3300000,586, Graduate,Approved
1424,yes,4500000,471, Graduate,Rejected
2090,yes,800000,618, Not Graduate,Approved
2118,yes,4100000,581, Not Graduate,Approved
1161,yes,7000000,336, Not Graduate,Rejected
1116,yes,8600000,607, Graduate,Approved
2524,yes,7500000,734, Not Graduate,Approved
1416,yes,2300000,690, Graduate,Approved
2859,yes,4400000,567, Not Graduate,Approved
2615,yes,200000,746, Not Graduate,Approved
2658,yes,1200000,344, Not Graduate,Rejected
3440,yes,9700000,328, Not Graduate,Rejected
4041,yes,7800000,620, Graduate,Approved
2627,yes,2100000,493, Graduate,Rejected
3991,yes,1600000,544, Not Graduate,Rejected
344,yes,3700000,424, Graduate,Rejected
1482,yes,7500000,554, Graduate,Approved
2955,yes,1800000,764, Not Graduate,Approved
556,yes,6200000,819, Not Graduate,Approved
3587,yes,2200000,710, Graduate,Approved
2924,yes,8500000,786, Graduate,Approved
1259,yes,4400000,385, Not Graduate,Rejected
1209,yes,4300000,560, Not Graduate,Approved
2240,yes,5300000,361, Not Graduate,Rejected
744,yes,5800000,376, Graduate,Rejected
3654,yes,4300000,564, Graduate,Approved
4071,yes,5100000,839, Not Graduate,Approved
4021,yes,1300000,763, Not Graduate,Approved
2384,yes,2800000,728, Not Graduate,Approved
2751,yes,8000000,830, Not Graduate,Approved
2773,yes,6600000,510, Graduate,Rejected
89,yes,2000000,837, Graduate,Approved
1639,yes,3900000,587, Graduate,Approved
2709,yes,8200000,495, Graduate,Rejected
3211,yes,7600000,534, Not Graduate,Rejected
1640,yes,3200000,316, Graduate,Rejected
1228,yes,7500000,512, Graduate,Rejected
2389,yes,8400000,703, Not Graduate,Approved
2058,yes,6800000,702, Graduate,Approved
3191,yes,2300000,300, Graduate,Rejected
3148,yes,4100000,756, Not Graduate,Approved
2320,yes,1900000,887, Graduate,Approved
991,yes,4700000,661, Graduate,Approved
3159,yes,3800000,662, Not Graduate,Approved
539,yes,8600000,843, Not Graduate,Approved
1536,yes,9000000,655, Not Graduate,Approved
4109,yes,9200000,380, Not Graduate,Rejected
698,yes,6000000,394, Graduate,Approved
2707,yes,1100000,730, Not Graduate,Approved
474,yes,8200000,402, Graduate,Rejected
1102,yes,3900000,808, Not Graduate,Approved
1045,yes,2400000,895, Graduate,Approved
3060,yes,2000000,461, Graduate,Rejected
425,yes,6100000,573, Graduate,Approved
3110,yes,4000000,791, Not Graduate,Approved
1465,yes,4400000,840, Graduate,Approved
1872,yes,4900000,353, Graduate,Rejected
3496,yes,8700000,454, Not Graduate,Rejected
3126,yes,3300000,356, Graduate,Rejected
133,yes,1800000,465, Not Graduate,Rejected
1269,yes,2200000,506, Graduate,Rejected
4114,yes,3800000,859, Graduate,Approved
2409,yes,4900000,823, Not Graduate,Approved
1199,yes,8300000,366, Graduate,Rejected
3525,yes,3200000,450, Graduate,Approved
704,yes,6700000,466, Not Graduate,Rejected
1018,yes,2500000,502, Not Graduate,Rejected
1734,yes,6800000,879, Not Graduate,Approved
4040,yes,2800000,442, Not Graduate,Rejected
3586,yes,3900000,539, Graduate,Rejected
1485,yes,5400000,366, Not Graduate,Rejected
2729,yes,5800000,528, Graduate,Rejected
4089,yes,2100000,432, Graduate,Rejected
3922,yes,9000000,456, Graduate,Rejected
2834,yes,7500000,632, Graduate,Approved
2089,yes,1400000,841, Not Graduate,Approved
244,yes,8200000,831, Not Graduate,Approved
2789,yes,2600000,368, Not Graduate,Rejected
1429,yes,1300000,480, Not Graduate,Rejected
3805,yes,7400000,482, Graduate,Rejected
1509,yes,2300000,756, Not Graduate,Approved
1050,yes,1000000,553, Graduate,Approved
2678,yes,3900000,785, Graduate,Approved
2096,yes,7900000,654, Not Graduate,Approved
1033,yes,700000,478, Graduate,Rejected
178,yes,2400000,309, Not Graduate,Rejected
3511,yes,8700000,372, Graduate,Rejected
2741,yes,9400000,383, Graduate,Rejected
4125,yes,7000000,689, Not Graduate,Approved
754,yes,9200000,688, Not Graduate,Approved
2989,yes,9300000,689, Graduate,Approved
3768,yes,4100000,351, Graduate,Rejected
186,yes,3800000,766, Graduate,Approved
3740,yes,7200000,446, Graduate,Approved
1361,yes,8700000,370, Not Graduate,Approved
1570,yes,5200000,602, Not Graduate,Approved
640,yes,2000000,799, Not Graduate,Approved
12,yes,6700000,538, Not Graduate,Rejected
2349,yes,9500000,433, Graduate,Rejected
3622,yes,4200000,900, Not Graduate,Approved
4244,yes,1600000,867, Not Graduate,Approved
2012,yes,6900000,402, Graduate,Rejected
336,yes,5500000,593, Not Graduate,Approved
2902,yes,4000000,819, Not Graduate,Approved
912,yes,1300000,835, Graduate,Rejected
985,yes,300000,355, Not Graduate,Approved
2903,yes,3600000,494, Not Graduate,Rejected
3328,yes,7700000,473, Not Graduate,Rejected
557,yes,9700000,387, Not Graduate,Rejected
3868,yes,2900000,683, Not Graduate,Approved
189,yes,7300000,622, Not Graduate,Approved
3063,yes,9500000,732, Not Graduate,Approved
1990,yes,4900000,600, Not Graduate,Approved
3070,yes,8700000,394, Graduate,Rejected
1809,yes,7800000,763, Not Graduate,Approved
2990,yes,6500000,636, Not Graduate,Approved
3795,yes,6900000,715, Not Graduate,Approved
2857,yes,8300000,674, Not Graduate,Rejected
2868,yes,6400000,553, Graduate,Approved
2328,yes,6100000,860, Graduate,Approved
2488,yes,6600000,802, Not Graduate,Approved
2544,yes,1900000,811, Not Graduate,Approved
3678,yes,5600000,649, Not Graduate,Approved
634,yes,8100000,817, Not Graduate,Approved
3371,yes,3400000,760, Graduate,Approved
887,yes,4400000,761, Not Graduate,Approved
1678,yes,6400000,313, Graduate,Rejected
2670,yes,9500000,348, Graduate,Rejected
2785,yes,5500000,603, Graduate,Approved
1673,yes,2000000,366, Graduate,Approved
2463,yes,8200000,403, Not Graduate,Rejected
679,yes,4400000,889, Not Graduate,Approved
2178,yes,800000,852, Not Graduate,Approved
369,yes,1000000,620, Not Graduate,Approved
3503,yes,3500000,398, Not Graduate,Rejected
1889,yes,4200000,362, Graduate,Rejected
1808,yes,400000,644, Not Graduate,Approved
188,yes,9000000,638, Graduate,Approved
3155,yes,3800000,301, Not Graduate,Rejected
4179,yes,3600000,732, Not Graduate,Approved
3892,yes,2500000,768, Not Graduate,Approved
923,yes,9200000,669, Graduate,Approved
1576,yes,7300000,720, Not Graduate,Approved
2641,yes,6000000,462, Not Graduate,Rejected
1292,yes,6500000,405, Not Graduate,Rejected
4078,yes,1800000,749, Graduate,Approved
124,yes,9000000,865, Not Graduate,Approved
3376,yes,8000000,392, Graduate,Rejected
3272,yes,5800000,738, Not Graduate,Approved
1294,yes,3300000,742, Graduate,Approved
2028,yes,3800000,309, Not Graduate,Rejected
1375,yes,5300000,700, Not Graduate,Approved
450,yes,2900000,353, Graduate,Rejected
237,yes,900000,770, Graduate,Rejected
3506,yes,5700000,330, Graduate,Rejected
2749,yes,600000,343, Not Graduate,Rejected
3298,yes,6000000,802, Not Graduate,Approved
364,yes,6800000,818, Not Graduate,Approved
3384,yes,2400000,464, Graduate,Rejected
1195,yes,9000000,508, Not Graduate,Rejected
1958,yes,5900000,499, Graduate,Rejected
3495,yes,8800000,512, Not Graduate,Rejected
36,yes,1700000,691, Graduate,Approved
841,yes,3500000,478, Graduate,Rejected
3005,yes,5300000,861, Graduate,Approved
555,yes,9500000,319, Not Graduate,Rejected
3546,yes,2000000,393, Not Graduate,Rejected
851,yes,1800000,648, Graduate,Approved
3397,yes,4400000,446, Not Graduate,Rejected
3577,yes,5700000,645, Not Graduate,Approved
1349,yes,9400000,350, Graduate,Rejected
64,yes,3300000,586, Not Graduate,Approved
2246,yes,2500000,394, Graduate,Rejected
1468,yes,9000000,748, Graduate,Approved
3103,yes,8500000,557, Graduate,Approved
2586,yes,1100000,356, Not Graduate,Rejected
437,yes,1600000,707, Graduate,Approved
2175,yes,6400000,406, Graduate,Rejected
3467,yes,800000,798, Graduate,Approved
3719,yes,9500000,439, Graduate,Rejected
631,yes,9000000,668, Not Graduate,Approved
1129,yes,5800000,721, Graduate,Approved
2539,yes,3900000,893, Not Graduate,Approved
1414,yes,1500000,613, Not Graduate,Approved
2904,yes,8100000,808, Graduate,Approved
2679,yes,4200000,332, Graduate,Approved
667,yes,1100000,426, Graduate,Rejected
1263,yes,2200000,659, Graduate,Approved
301,yes,9900000,573, Not Graduate,Approved
2692,yes,5300000,501, Not Graduate,Rejected
700,yes,6500000,848, Not Graduate,Approved
182,yes,900000,566, Graduate,Approved
3124,yes,9700000,600, Not Graduate,Approved
109,yes,9700000,719, Graduate,Approved
939,yes,1400000,312, Not Graduate,Rejected
1773,yes,8700000,312, Not Graduate,Approved
322,yes,6400000,485, Not Graduate,Approved
1994,yes,9200000,760, Not Graduate,Approved
2368,yes,8900000,404, Graduate,Rejected
2700,yes,5500000,354, Graduate,Rejected
3140,yes,300000,515, Not Graduate,Rejected
2706,yes,6900000,447, Graduate,Rejected
3629,yes,8600000,758, Graduate,Approved
1725,yes,200000,511, Not Graduate,Approved
1004,yes,3300000,360, Graduate,Rejected
3933,yes,3400000,745, Graduate,Approved
372,yes,1100000,592, Graduate,Approved
2394,yes,9200000,448, Not Graduate,Rejected
3910,yes,9100000,304, Not Graduate,Approved
2034,yes,3200000,565, Not Graduate,Approved
370,yes,900000,611, Graduate,Approved
3479,yes,9400000,302, Graduate,Rejected
2884,yes,2100000,348, Not Graduate,Rejected
3883,yes,9700000,756, Graduate,Approved
1873,yes,6900000,606, Graduate,Approved
3613,yes,200000,724, Not Graduate,Approved
1059,yes,3000000,424, Not Graduate,Rejected
676,yes,4600000,613, Not Graduate,Approved
3111,yes,700000,400, Graduate,Rejected
4233,yes,200000,713, Graduate,Approved
426,yes,1100000,431, Graduate,Rejected
3439,yes,6800000,865, Not Graduate,Approved
763,yes,5600000,457, Not Graduate,Rejected
2140,yes,8800000,406, Graduate,Approved
3618,yes,2000000,651, Not Graduate,Approved
1212,yes,9600000,515, Not Graduate,Rejected
3552,yes,7600000,867, Not Graduate,Approved
489,yes,2500000,540, Graduate,Rejected
3003,yes,3500000,883, Graduate,Approved
1613,yes,5800000,851, Graduate,Approved
1871,yes,8300000,615, Not Graduate,Approved
2847,yes,9800000,827, Not Graduate,Approved
3704,yes,8400000,378, Not Graduate,Rejected
603,yes,3700000,709, Graduate,Approved
869,yes,6300000,428, Graduate,Rejected
4176,yes,6900000,494, Not Graduate,Rejected
285,yes,600000,417, Not Graduate,Rejected
598,yes,700000,362, Graduate,Rejected
1951,yes,200000,587, Graduate,Rejected
859,yes,2400000,337, Not Graduate,Rejected
1330,yes,3000000,541, Not Graduate,Rejected
2247,yes,3300000,816, Graduate,Approved
3341,yes,4400000,513, Graduate,Rejected
724,yes,600000,319, Not Graduate,Rejected
1146,yes,6100000,706, Graduate,Approved
1899,yes,800000,589, Graduate,Approved
2477,yes,8700000,778, Graduate,Approved
3879,yes,5600000,856, Not Graduate,Approved
1654,yes,6400000,684, Not Graduate,Approved
1979,yes,3900000,783, Not Graduate,Approved
374,yes,9200000,900, Not Graduate,Approved
2168,yes,7000000,380, Not Graduate,Rejected
1245,yes,8800000,712, Graduate,Approved
2095,yes,3300000,648, Graduate,Approved
2685,yes,3500000,454, Not Graduate,Rejected
4137,yes,7100000,790, Graduate,Approved
1634,yes,9800000,573, Graduate,Approved
3189,yes,7100000,700, Graduate,Approved
813,yes,5200000,809, Not Graduate,Approved
1577,yes,5900000,794, Graduate,Approved
2454,yes,1500000,826, Not Graduate,Approved
576,yes,1700000,583, Graduate,Approved
2940,yes,7000000,726, Graduate,Approved
929,yes,4000000,436, Not Graduate,Rejected
3932,yes,3600000,795, Graduate,Approved
2660,yes,8400000,514, Not Graduate,Rejected
2041,yes,5600000,459, Not Graduate,Rejected
2701,yes,2900000,719, Not Graduate,Approved
3064,yes,3500000,301, Graduate,Rejected
262,yes,7400000,716, Graduate,Approved
1781,yes,2400000,709, Graduate,Approved
2032,yes,4400000,806, Graduate,Approved
692,yes,900000,747, Not Graduate,Approved
3372,yes,6800000,344, Graduate,Rejected
1387,yes,6600000,379, Graduate,Rejected
3441,yes,1200000,768, Graduate,Approved
2194,yes,7800000,587, Graduate,Approved
1984,yes,1700000,321, Not Graduate,Rejected
3238,yes,6900000,438, Graduate,Rejected
291,yes,4300000,450, Not Graduate,Rejected
3583,yes,7100000,557, Not Graduate,Approved
3000,yes,6800000,565, Graduate,Approved
2543,yes,4000000,356, Graduate,Rejected
3517,yes,6900000,673, Graduate,Approved
2507,yes,5900000,626, Not Graduate,Approved
2330,yes,9000000,532, Graduate,Rejected
3293,yes,5400000,688, Graduate,Approved
1443,yes,6000000,672, Graduate,Approved
2165,yes,4600000,618, Not Graduate,Approved
3744,yes,5500000,673, Graduate,Approved
18,yes,2900000,780, Not Graduate,Approved
2733,yes,5000000,711, Not Graduate,Approved
2697,yes,2400000,740, Not Graduate,Approved
1530,yes,9000000,426, Graduate,Approved
1254,yes,3500000,649, Graduate,Approved
4027,yes,6800000,736, Not Graduate,Approved
270,yes,4200000,678, Graduate,Approved
1697,yes,5800000,835, Not Graduate,Approved
626,yes,5900000,742, Not Graduate,Approved
3453,yes,2300000,431, Not Graduate,Rejected
29,yes,7000000,336, Not Graduate,Rejected
2997,yes,7100000,477, Not Graduate,Rejected
438,yes,4500000,391, Not Graduate,Rejected
2386,yes,6800000,699, Not Graduate,Approved
2823,yes,1400000,621, Not Graduate,Approved
3829,yes,2600000,470, Not Graduate,Rejected
1740,yes,2500000,478, Not Graduate,Rejected
1038,yes,7800000,430, Graduate,Rejected
1208,yes,300000,816, Not Graduate,Approved
398,yes,700000,583, Graduate,Approved
558,yes,4200000,686, Graduate,Approved
1901,yes,4300000,532, Not Graduate,Rejected
2675,yes,2800000,801, Not Graduate,Approved
3086,yes,8300000,530, Not Graduate,Rejected
1098,yes,5100000,559, Not Graduate,Approved
323,yes,4900000,612, Graduate,Approved
836,yes,3500000,786, Not Graduate,Approved
1850,yes,8500000,511, Not Graduate,Rejected
957,yes,9100000,387, Not Graduate,Rejected
3196,yes,6000000,680, Not Graduate,Approved
1106,yes,8000000,682, Not Graduate,Approved
775,yes,7300000,616, Graduate,Approved
1166,yes,5400000,753, Not Graduate,Approved
3808,yes,1100000,832, Graduate,Approved
4096,yes,5200000,407, Not Graduate,Rejected
4031,yes,5000000,517, Not Graduate,Rejected
1645,yes,2900000,315, Not Graduate,Rejected
4080,yes,2100000,656, Graduate,Approved
2030,yes,2500000,420, Graduate,Rejected
4203,yes,7700000,885, Graduate,Approved
1340,yes,8800000,545, Not Graduate,Rejected
3841,yes,5100000,312, Not Graduate,Rejected
293,yes,3600000,312, Graduate,Rejected
4030,yes,1200000,827, Not Graduate,Approved
2676,yes,5400000,533, Graduate,Approved
839,yes,5400000,841, Not Graduate,Approved
1606,yes,8800000,865, Not Graduate,Approved
1234,yes,4600000,463, Not Graduate,Rejected
573,yes,1300000,627, Not Graduate,Approved
800,yes,5100000,399, Not Graduate,Rejected
197,yes,400000,669, Not Graduate,Approved
2977,yes,9400000,873, Not Graduate,Approved
4208,yes,2300000,469, Not Graduate,Rejected
275,yes,1700000,591, Graduate,Approved
2311,yes,7100000,437, Graduate,Rejected
2449,yes,6100000,400, Graduate,Rejected
3015,yes,2500000,464, Graduate,Rejected
3370,yes,800000,409, Graduate,Approved
1470,yes,6900000,829, Graduate,Approved
3271,yes,1800000,436, Not Graduate,Rejected
528,yes,2100000,744, Not Graduate,Approved
3049,yes,2600000,421, Graduate,Rejected
1830,yes,3000000,518, Not Graduate,Rejected
3289,yes,4800000,547, Graduate,Rejected
3899,yes,8000000,765, Not Graduate,Approved
740,yes,2000000,429, Graduate,Rejected
650,yes,5100000,459, Graduate,Rejected
2622,yes,9000000,637, Graduate,Approved
3923,yes,1300000,566, Graduate,Approved
1818,yes,9200000,765, Graduate,Approved
1575,yes,2800000,655, Not Graduate,Approved
2562,yes,700000,523, Not Graduate,Rejected
639,yes,5200000,778, Graduate,Approved
3434,yes,2900000,692, Graduate,Approved
24,yes,500000,551, Not Graduate,Approved
1795,yes,4100000,846, Graduate,Approved
359,yes,8200000,372, Graduate,Rejected
515,yes,7900000,373, Graduate,Rejected
3351,yes,4100000,670, Not Graduate,Approved
3628,yes,8800000,561, Graduate,Approved
1800,yes,9500000,493, Not Graduate,Rejected
513,yes,7800000,435, Graduate,Rejected
1698,yes,9400000,389, Graduate,Rejected
289,yes,3100000,824, Not Graduate,Approved
619,yes,2000000,834, Not Graduate,Approved
3838,yes,2600000,400, Not Graduate,Rejected
3600,yes,5200000,644, Not Graduate,Approved
2662,yes,4700000,802, Graduate,Approved
1120,yes,8100000,794, Not Graduate,Approved
290,yes,7700000,549, Not Graduate,Rejected
3862,yes,5400000,821, Not Graduate,Approved
1064,yes,800000,752, Graduate,Approved
457,yes,5400000,555, Graduate,Approved
1469,yes,9500000,881, Not Graduate,Approved
3831,yes,4300000,572, Graduate,Approved
3747,yes,5000000,525, Graduate,Rejected
629,yes,4500000,418, Not Graduate,Rejected
4045,yes,4300000,849, Not Graduate,Approved
2471,yes,5100000,747, Graduate,Approved
1446,yes,1800000,689, Graduate,Approved
1705,yes,5200000,370, Not Graduate,Rejected
395,yes,2200000,737, Not Graduate,Approved
1157,yes,5900000,410, Graduate,Rejected
1893,yes,9300000,701, Not Graduate,Approved
1014,yes,5100000,628, Graduate,Approved
3708,yes,1700000,524, Graduate,Rejected
2630,yes,5600000,606, Not Graduate,Approved
3995,yes,7000000,632, Not Graduate,Approved
8,yes,5700000,382, Graduate,Rejected
2603,yes,4400000,611, Not Graduate,Approved
938,yes,5900000,730, Graduate,Approved
11,yes,2900000,547, Graduate,Approved
3077,yes,1600000,532, Graduate,Rejected
1094,yes,3800000,301, Graduate,Rejected
464,yes,3800000,710, Graduate,Approved
2139,yes,6600000,598, Not Graduate,Approved
1086,yes,9600000,446, Not Graduate,Approved
485,yes,5400000,677, Graduate,Approved
1796,yes,4600000,856, Graduate,Approved
2571,yes,6100000,862, Not Graduate,Approved
2324,yes,1900000,742, Not Graduate,Approved
3482,yes,4200000,710, Graduate,Approved
2482,yes,2100000,320, Not Graduate,Approved
1696,yes,7900000,750, Graduate,Approved
3179,yes,5800000,418, Not Graduate,Rejected
2614,yes,9600000,500, Not Graduate,Rejected
536,yes,4300000,383, Not Graduate,Rejected
1334,yes,5000000,641, Graduate,Approved
2717,yes,7100000,770, Not Graduate,Approved
605,yes,4300000,623, Graduate,Approved
1402,yes,4900000,439, Graduate,Rejected
3378,yes,6700000,798, Graduate,Approved
842,yes,8300000,600, Graduate,Approved
1205,yes,1800000,461, Graduate,Rejected
4235,yes,1500000,837, Not Graduate,Approved
1247,yes,7600000,690, Graduate,Approved
3857,yes,1200000,605, Graduate,Approved
4199,yes,5100000,477, Graduate,Rejected
462,yes,1000000,885, Graduate,Approved
2547,yes,5900000,798, Not Graduate,Approved
2344,yes,1300000,669, Graduate,Approved
2979,yes,3600000,546, Not Graduate,Rejected
2511,yes,4600000,417, Not Graduate,Approved
149,yes,4900000,709, Not Graduate,Approved
50,yes,9500000,662, Not Graduate,Approved
296,yes,300000,431, Not Graduate,Rejected
1070,yes,8500000,714, Graduate,Approved
1632,yes,7100000,838, Graduate,Approved
2550,yes,1000000,525, Graduate,Rejected
187,yes,1700000,888, Not Graduate,Approved
2980,yes,3400000,741, Not Graduate,Approved
2672,yes,3800000,899, Not Graduate,Approved
2917,yes,500000,824, Not Graduate,Approved
4052,yes,6200000,820, Graduate,Approved
4073,yes,5300000,580, Graduate,Approved
3073,yes,8000000,738, Not Graduate,Approved
4211,yes,9200000,716, Not Graduate,Approved
703,yes,6300000,899, Graduate,Approved
3598,yes,4000000,517, Not Graduate,Rejected
2612,yes,4800000,369, Not Graduate,Rejected
2064,yes,2700000,687, Not Graduate,Approved
2070,yes,6500000,653, Graduate,Approved
3421,yes,6300000,844, Not Graduate,Approved
3038,yes,8700000,548, Not Graduate,Rejected
3108,yes,9000000,348, Graduate,Rejected
1342,yes,8300000,840, Graduate,Approved
705,yes,1300000,595, Graduate,Approved
171,yes,3800000,886, Not Graduate,Approved
58,yes,9300000,841, Graduate,Approved
3901,yes,8200000,405, Graduate,Rejected
1056,yes,5900000,444, Not Graduate,Rejected
1473,yes,5200000,650, Graduate,Approved
127,yes,400000,859, Not Graduate,Approved
1286,yes,3100000,427, Not Graduate,Rejected
587,yes,9100000,741, Not Graduate,Approved
1457,yes,1500000,304, Graduate,Approved
1249,yes,8200000,839, Not Graduate,Approved
13,yes,5000000,311, Not Graduate,Rejected
1617,yes,9700000,754, Not Graduate,Approved
2105,yes,7700000,407, Not Graduate,Rejected
657,yes,3700000,424, Graduate,Rejected
107,yes,9000000,764, Not Graduate,Approved
3323,yes,1800000,453, Graduate,Rejected
229,yes,8700000,717, Not Graduate,Approved
680,yes,900000,683, Not Graduate,Approved
2177,yes,6700000,782, Graduate,Approved
479,yes,3600000,790, Not Graduate,Approved
434,yes,6300000,629, Graduate,Approved
2295,yes,7500000,767, Graduate,Approved
2803,yes,5100000,533, Not Graduate,Rejected
4017,yes,9200000,632, Not Graduate,Approved
1600,yes,3900000,591, Not Graduate,Approved
2202,yes,9300000,419, Not Graduate,Rejected
2668,yes,3500000,645, Graduate,Approved
2890,yes,1800000,728, Not Graduate,Approved
3781,yes,600000,576, Graduate,Approved
3721,yes,5900000,765, Not Graduate,Approved
1051,yes,2500000,389, Not Graduate,Rejected
468,yes,300000,482, Not Graduate,Approved
1297,yes,3900000,715, Not Graduate,Approved
3392,yes,3300000,845, Graduate,Approved
1066,yes,1800000,343, Not Graduate,Rejected
3396,yes,600000,335, Not Graduate,Rejected
1219,yes,700000,618, Graduate,Approved
4133,yes,7800000,513, Graduate,Rejected
2166,yes,900000,583, Graduate,Approved
2919,yes,6500000,722, Not Graduate,Approved
138,yes,2200000,382, Not Graduate,Rejected
2825,yes,200000,856, Graduate,Approved
202,yes,3800000,389, Not Graduate,Rejected
1345,yes,9500000,535, Not Graduate,Approved
2531,yes,2400000,368, Not Graduate,Rejected
3617,yes,6100000,890, Graduate,Approved
542,yes,4400000,409, Not Graduate,Rejected
2721,yes,5400000,359, Not Graduate,Rejected
