applicant_id,govt_employed,income_annum,cibil_score,education,loan_status
1087,yes,7700000,705, Graduate,Approved
1088,yes,7000000,709, Not Graduate,Approved
1089,yes,7800000,739, Not Graduate,Approved
1090,no,5100000,336, Graduate,Rejected
1091,no,9400000,898, Graduate,Approved
1092,yes,600000,558, Not Graduate,Approved
1093,no,5100000,589, Graduate,Approved
1094,yes,3800000,301, Graduate,Rejected
1095,yes,5300000,516, Not Graduate,Rejected
1096,no,1100000,315, Not Graduate,Rejected
1097,no,6400000,546, Not Graduate,Rejected
1098,yes,5100000,559, Not Graduate,Approved
1099,yes,5300000,350, Graduate,Approved
1100,no,6700000,583, Graduate,Approved
1101,no,4000000,874, Not Graduate,Approved
1102,yes,3900000,808, Not Graduate,Approved
1103,yes,1600000,487, Graduate,Rejected
1104,no,2700000,870, Graduate,Approved
1105,no,1400000,840, Graduate,Approved
1106,yes,8000000,682, Not Graduate,Approved
1107,yes,8200000,668, Graduate,Approved
1108,yes,4800000,781, Graduate,Approved
1109,no,8100000,375, Graduate,Rejected
1110,no,5900000,857, Not Graduate,Approved
1111,yes,8100000,823, Graduate,Approved
1112,no,1400000,686, Graduate,Approved
1113,no,1600000,721, Graduate,Approved
1114,no,4600000,545, Graduate,Rejected
1115,no,2900000,523, Not Graduate,Rejected
1116,yes,8600000,607, Graduate,Approved
1117,no,3800000,428, Not Graduate,Rejected
1118,no,8200000,666, Not Graduate,Approved
1119,no,3200000,704, Graduate,Approved
1120,yes,8100000,794, Not Graduate,Approved
1121,yes,9800000,430, Graduate,Rejected
1122,no,200000,615, Not Graduate,Approved
1123,no,6600000,360, Not Graduate,Rejected
1124,no,9100000,458, Not Graduate,Rejected
1125,no,5500000,887, Not Graduate,Approved
1126,no,7200000,735, Not Graduate,Approved
1127,no,2400000,379, Not Graduate,Rejected
1128,no,9600000,544, Graduate,Rejected
1129,yes,5800000,721, Graduate,Approved
1130,no,2300000,676, Not Graduate,Approved
1131,no,300000,342, Not Graduate,Approved
1132,no,9900000,566, Not Graduate,Approved
1133,no,3500000,355, Not Graduate,Approved
1134,no,4800000,605, Graduate,Approved
1135,no,1600000,525, Not Graduate,Rejected
1136,yes,800000,403, Graduate,Rejected
1137,yes,9000000,727, Graduate,Approved
1138,no,8300000,529, Graduate,Rejected
1139,no,2800000,415, Graduate,Rejected
1140,yes,6400000,879, Graduate,Approved
1141,yes,6000000,649, Not Graduate,Approved
1142,no,2900000,395, Graduate,Rejected
1143,no,6500000,488, Graduate,Rejected
1144,yes,200000,569, Graduate,Approved
1145,no,8400000,817, Not Graduate,Approved
1146,yes,6100000,706, Graduate,Approved
1147,yes,8000000,553, Graduate,Approved
1148,yes,900000,464, Not Graduate,Rejected
1149,no,7300000,729, Graduate,Approved
1150,yes,3700000,363, Not Graduate,Rejected
1151,no,5200000,565, Graduate,Approved
1152,no,7200000,421, Graduate,Rejected
1153,yes,9400000,512, Not Graduate,Rejected
1154,yes,3400000,730, Not Graduate,Approved
1155,no,600000,627, Graduate,Approved
1156,yes,3300000,434, Not Graduate,Rejected
1157,yes,5900000,410, Graduate,Rejected
1158,no,1300000,624, Not Graduate,Approved
1159,yes,5700000,656, Graduate,Approved
1160,no,7700000,758, Not Graduate,Approved
1161,yes,7000000,336, Not Graduate,Rejected
1162,no,8100000,378, Graduate,Rejected
1163,yes,1900000,620, Graduate,Approved
1164,no,4500000,593, Graduate,Approved
1165,yes,9600000,710, Not Graduate,Approved
1166,yes,5400000,753, Not Graduate,Approved
1167,yes,7800000,454, Not Graduate,Rejected
1168,yes,8200000,619, Graduate,Approved
1169,no,8900000,367, Graduate,Rejected
1170,no,1400000,384, Graduate,Rejected
1171,no,1700000,610, Graduate,Approved
1172,no,5300000,802, Graduate,Approved
1173,no,6500000,858, Graduate,Approved
1174,no,5900000,599, Graduate,Approved
1175,yes,9800000,395, Graduate,Rejected
1176,yes,7700000,380, Graduate,Rejected
1177,no,7900000,803, Graduate,Approved
1178,no,3500000,809, Graduate,Approved
1179,no,2400000,722, Not Graduate,Approved
1180,no,9900000,392, Graduate,Rejected
1181,no,3900000,545, Graduate,Rejected
1182,yes,7300000,799, Not Graduate,Approved
1183,yes,6400000,727, Graduate,Approved
1184,no,7100000,530, Graduate,Rejected
1185,no,8800000,637, Not Graduate,Approved
1186,no,7400000,561, Graduate,Approved
1187,no,4400000,421, Not Graduate,Rejected
1188,yes,8600000,459, Graduate,Rejected
1189,no,6900000,828, Not Graduate,Approved
1190,no,9600000,679, Graduate,Approved
1191,yes,8100000,455, Graduate,Rejected
1192,no,2600000,879, Not Graduate,Approved
1193,yes,9300000,636, Graduate,Approved
1194,yes,2100000,426, Not Graduate,Rejected
1195,yes,9000000,508, Not Graduate,Rejected
1196,yes,7000000,768, Not Graduate,Approved
1197,no,2200000,667, Not Graduate,Approved
1198,yes,7500000,440, Graduate,Approved
1199,yes,8300000,366, Graduate,Rejected
1200,no,300000,383, Not Graduate,Rejected
1201,yes,300000,603, Not Graduate,Approved
1202,no,3900000,728, Graduate,Approved
1203,no,6600000,549, Not Graduate,Rejected
1204,no,4100000,855, Graduate,Approved
1205,yes,1800000,461, Graduate,Rejected
1206,yes,7000000,379, Not Graduate,Rejected
1207,yes,5100000,559, Not Graduate,Approved
1208,yes,300000,816, Not Graduate,Approved
1209,yes,4300000,560, Not Graduate,Approved
1210,yes,3200000,645, Graduate,Approved
1211,yes,4200000,551, Not Graduate,Approved
1212,yes,9600000,515, Not Graduate,Rejected
1213,no,1300000,657, Graduate,Approved
1214,no,2400000,682, Not Graduate,Approved
1215,no,600000,588, Graduate,Approved
1216,yes,9600000,359, Graduate,Rejected
1217,no,400000,766, Graduate,Approved
1218,no,5900000,469, Graduate,Rejected
1219,yes,700000,618, Graduate,Approved
1220,yes,8600000,711, Not Graduate,Approved
1221,yes,9000000,549, Graduate,Approved
1222,yes,5100000,754, Graduate,Approved
1223,yes,500000,461, Not Graduate,Rejected
1224,no,1600000,837, Graduate,Approved
1225,yes,9800000,459, Graduate,Rejected
1226,no,7800000,614, Graduate,Approved
1227,no,6500000,373, Not Graduate,Rejected
1228,yes,7500000,512, Graduate,Rejected
1229,yes,8900000,781, Graduate,Approved
1230,yes,1800000,305, Graduate,Rejected
1231,yes,7600000,447, Not Graduate,Rejected
1232,yes,1200000,757, Graduate,Approved
1233,yes,2700000,723, Graduate,Approved
1234,yes,4600000,463, Not Graduate,Rejected
1235,no,6900000,699, Not Graduate,Approved
1236,yes,8400000,308, Graduate,Approved
1237,no,300000,702, Graduate,Approved
1238,yes,9500000,456, Not Graduate,Approved
1239,yes,1900000,651, Graduate,Approved
1240,no,4200000,840, Not Graduate,Approved
1241,yes,2200000,848, Graduate,Approved
1242,yes,7100000,727, Graduate,Approved
1243,no,3500000,335, Graduate,Rejected
1244,no,400000,304, Not Graduate,Rejected
1245,yes,8800000,712, Graduate,Approved
1246,no,1800000,737, Not Graduate,Approved
1247,yes,7600000,690, Graduate,Approved
1248,yes,1000000,888, Graduate,Approved
1249,yes,8200000,839, Not Graduate,Approved
1250,yes,3600000,333, Not Graduate,Rejected
1251,no,9400000,862, Graduate,Approved
1252,no,2600000,309, Not Graduate,Approved
1253,no,9500000,823, Not Graduate,Approved
1254,yes,3500000,649, Graduate,Approved
1255,yes,9800000,726, Not Graduate,Approved
1256,no,800000,712, Graduate,Approved
1257,no,9700000,701, Not Graduate,Approved
1258,no,6200000,655, Graduate,Approved
1259,yes,4400000,385, Not Graduate,Rejected
1260,no,1800000,777, Graduate,Approved
1261,no,1700000,696, Graduate,Approved
1262,no,3900000,496, Graduate,Rejected
1263,yes,2200000,659, Graduate,Approved
1264,yes,6300000,542, Not Graduate,Rejected
1265,no,2200000,729, Not Graduate,Approved
1266,no,8100000,744, Graduate,Approved
1267,no,6800000,749, Not Graduate,Approved
1268,no,4700000,755, Graduate,Approved
1269,yes,2200000,506, Graduate,Rejected
1270,yes,3500000,391, Graduate,Rejected
1271,yes,3500000,898, Not Graduate,Approved
1272,no,500000,527, Not Graduate,Rejected
1273,no,9900000,470, Not Graduate,Rejected
1274,no,8400000,694, Graduate,Approved
1275,no,5000000,325, Graduate,Rejected
1276,yes,5500000,880, Not Graduate,Approved
1277,yes,3000000,459, Graduate,Rejected
1278,yes,9400000,323, Not Graduate,Rejected
1279,no,7600000,739, Graduate,Approved
1280,yes,5500000,724, Not Graduate,Approved
1281,no,3100000,487, Graduate,Rejected
1282,no,7700000,439, Graduate,Approved
1283,no,9800000,655, Graduate,Approved
1284,no,3200000,443, Not Graduate,Rejected
1285,no,700000,489, Graduate,Rejected
1286,yes,3100000,427, Not Graduate,Rejected
1287,yes,4500000,417, Graduate,Rejected
1288,yes,8900000,842, Not Graduate,Approved
1289,no,5900000,307, Not Graduate,Approved
1290,no,1500000,428, Not Graduate,Rejected
1291,yes,6300000,415, Not Graduate,Rejected
1292,yes,6500000,405, Not Graduate,Rejected
1293,no,8000000,683, Graduate,Approved
1294,yes,3300000,742, Graduate,Approved
1295,no,3900000,530, Not Graduate,Rejected
1296,no,1600000,844, Graduate,Approved
1297,yes,3900000,715, Not Graduate,Approved
1298,yes,8000000,476, Graduate,Rejected
1299,no,2200000,721, Graduate,Approved
1300,no,7600000,339, Not Graduate,Rejected
1301,yes,2700000,461, Not Graduate,Rejected
1302,yes,6300000,556, Graduate,Approved
1303,no,7700000,483, Not Graduate,Rejected
1304,no,4500000,406, Graduate,Rejected
1305,yes,9400000,513, Graduate,Rejected
1306,no,4600000,574, Not Graduate,Approved
1307,yes,5200000,692, Graduate,Approved
1308,yes,8000000,867, Graduate,Approved
1309,yes,9900000,875, Not Graduate,Approved
1310,yes,8500000,597, Graduate,Approved
1311,yes,4900000,513, Graduate,Rejected
1312,yes,7000000,354, Graduate,Approved
1313,no,9600000,647, Not Graduate,Approved
1314,no,9700000,875, Graduate,Approved
1315,no,6200000,819, Graduate,Approved
1316,yes,4100000,521, Not Graduate,Rejected
1317,yes,6100000,761, Graduate,Approved
1318,no,700000,572, Graduate,Approved
1319,no,6400000,571, Graduate,Approved
1320,yes,3800000,891, Graduate,Approved
1321,no,4900000,895, Not Graduate,Approved
1322,no,2100000,580, Graduate,Approved
1323,no,6200000,605, Graduate,Approved
1324,no,1600000,705, Not Graduate,Approved
1325,yes,1300000,423, Not Graduate,Rejected
1326,yes,7300000,846, Not Graduate,Approved
1327,no,2100000,542, Not Graduate,Rejected
1328,no,600000,631, Not Graduate,Approved
1329,no,7000000,318, Graduate,Rejected
1330,yes,3000000,541, Not Graduate,Rejected
1331,no,900000,782, Graduate,Approved
1332,no,9600000,888, Graduate,Approved
1333,no,1500000,747, Graduate,Approved
1334,yes,5000000,641, Graduate,Approved
1335,yes,500000,640, Graduate,Approved
1336,no,7600000,324, Not Graduate,Rejected
1337,no,5500000,359, Graduate,Rejected
1338,yes,6600000,338, Not Graduate,Rejected
1339,no,1400000,384, Graduate,Rejected
1340,yes,8800000,545, Not Graduate,Rejected
1341,no,6200000,610, Not Graduate,Approved
1342,yes,8300000,840, Graduate,Approved
1343,no,2400000,630, Not Graduate,Approved
1344,no,9100000,508, Graduate,Approved
1345,yes,9500000,535, Not Graduate,Approved
1346,no,1200000,717, Graduate,Approved
1347,yes,7700000,735, Graduate,Approved
1348,yes,7800000,528, Graduate,Rejected
1349,yes,9400000,350, Graduate,Rejected
1350,no,1700000,422, Not Graduate,Rejected
1351,no,4000000,496, Graduate,Rejected
1352,no,4200000,794, Not Graduate,Approved
1353,no,2400000,719, Graduate,Approved
1354,yes,2700000,630, Not Graduate,Approved
1355,yes,600000,843, Not Graduate,Approved
1356,no,4600000,764, Graduate,Approved
1357,no,7200000,662, Graduate,Approved
1358,no,4700000,311, Not Graduate,Rejected
1359,no,4300000,606, Not Graduate,Approved
1360,no,4700000,874, Graduate,Approved
1361,yes,8700000,370, Not Graduate,Approved
1362,no,7000000,414, Graduate,Rejected
1363,no,600000,800, Not Graduate,Approved
1364,no,6800000,779, Not Graduate,Approved
1365,no,6400000,553, Not Graduate,Approved
1366,no,7600000,445, Not Graduate,Rejected
1367,no,9000000,496, Not Graduate,Rejected
1368,yes,2400000,650, Graduate,Approved
1369,no,6800000,783, Not Graduate,Approved
1370,yes,3500000,535, Graduate,Rejected
1371,yes,8900000,415, Graduate,Rejected
1372,no,6000000,709, Not Graduate,Approved
1373,no,700000,819, Not Graduate,Approved
1374,yes,6800000,841, Not Graduate,Approved
1375,yes,5300000,700, Not Graduate,Approved
1376,yes,1400000,881, Graduate,Approved
1377,yes,1400000,804, Graduate,Approved
1378,no,9200000,653, Not Graduate,Approved
1379,yes,7900000,663, Graduate,Approved
1380,no,4500000,495, Not Graduate,Rejected
1381,no,3800000,335, Not Graduate,Rejected
1382,yes,1500000,618, Graduate,Approved
1383,no,1200000,480, Not Graduate,Rejected
1384,no,1700000,843, Not Graduate,Approved
1385,no,5200000,483, Graduate,Rejected
1386,no,1600000,548, Not Graduate,Rejected
1387,yes,6600000,379, Graduate,Rejected
1388,yes,9400000,771, Not Graduate,Approved
1389,yes,300000,353, Graduate,Rejected
1390,no,4600000,668, Not Graduate,Approved
1391,yes,6100000,387, Not Graduate,Approved
1392,yes,1500000,789, Not Graduate,Approved
1393,yes,400000,855, Graduate,Approved
1394,no,8700000,751, Not Graduate,Approved
1395,no,7000000,739, Not Graduate,Approved
1396,no,4700000,492, Graduate,Rejected
1397,yes,7600000,896, Not Graduate,Approved
1398,yes,9200000,545, Not Graduate,Rejected
1399,no,9400000,891, Not Graduate,Approved
1400,no,4800000,848, Graduate,Approved
1401,yes,600000,884, Not Graduate,Approved
1402,yes,4900000,439, Graduate,Rejected
1403,yes,3300000,586, Graduate,Approved
1404,yes,9100000,308, Graduate,Rejected
1405,no,6100000,300, Graduate,Rejected
1406,yes,8400000,741, Graduate,Approved
1407,no,7900000,698, Graduate,Approved
1408,yes,6100000,733, Not Graduate,Approved
1409,yes,2000000,571, Not Graduate,Approved
1410,yes,9900000,490, Graduate,Rejected
1411,no,9500000,451, Not Graduate,Rejected
1412,yes,1900000,559, Graduate,Approved
1413,yes,6900000,577, Graduate,Approved
1414,yes,1500000,613, Not Graduate,Approved
1415,no,1900000,785, Not Graduate,Approved
1416,yes,2300000,690, Graduate,Approved
1417,no,7800000,351, Not Graduate,Rejected
1418,no,400000,447, Not Graduate,Rejected
1419,yes,9400000,708, Graduate,Approved
1420,no,9100000,549, Graduate,Rejected
1421,yes,9000000,797, Graduate,Approved
1422,no,7100000,537, Not Graduate,Rejected
1423,no,800000,828, Graduate,Approved
1424,yes,4500000,471, Graduate,Rejected
1425,no,8500000,336, Graduate,Rejected
1426,yes,2500000,424, Not Graduate,Rejected
1427,no,1500000,440, Graduate,Rejected
1428,no,6200000,583, Not Graduate,Approved
1429,yes,1300000,480, Not Graduate,Rejected
1430,no,6600000,670, Not Graduate,Approved
1431,yes,5300000,329, Graduate,Rejected
1432,no,1400000,754, Not Graduate,Approved
1433,yes,2900000,588, Not Graduate,Approved
1434,no,6500000,551, Not Graduate,Approved
1435,no,8300000,316, Graduate,Rejected
1436,yes,8900000,382, Not Graduate,Rejected
1437,no,5300000,717, Graduate,Approved
1438,no,2800000,676, Graduate,Approved
1439,no,8000000,667, Not Graduate,Approved
1440,no,3900000,821, Not Graduate,Approved
1441,no,6200000,345, Graduate,Rejected
1442,yes,5900000,442, Not Graduate,Rejected
1443,yes,6000000,672, Graduate,Approved
1444,yes,9100000,508, Not Graduate,Approved
1445,yes,3400000,615, Graduate,Approved
1446,yes,1800000,689, Graduate,Approved
1447,no,300000,747, Graduate,Rejected
1448,yes,9000000,412, Graduate,Rejected
1449,no,6400000,703, Graduate,Approved
1450,no,5800000,884, Not Graduate,Approved
1451,yes,2600000,651, Graduate,Approved
1452,no,6600000,793, Not Graduate,Approved
1453,no,6100000,407, Not Graduate,Approved
1454,no,4100000,390, Not Graduate,Rejected
1455,yes,300000,469, Not Graduate,Rejected
1456,no,4700000,373, Graduate,Rejected
1457,yes,1500000,304, Graduate,Approved
1458,no,2700000,833, Not Graduate,Approved
1459,no,6900000,302, Graduate,Approved
1460,no,7600000,397, Graduate,Rejected
1461,no,4100000,891, Graduate,Approved
1462,no,4100000,457, Not Graduate,Rejected
1463,no,1600000,657, Not Graduate,Approved
1464,yes,400000,480, Not Graduate,Approved
1465,yes,4400000,840, Graduate,Approved
1466,yes,3800000,866, Not Graduate,Approved
1467,no,4300000,619, Not Graduate,Approved
1468,yes,9000000,748, Graduate,Approved
1469,yes,9500000,881, Not Graduate,Approved
1470,yes,6900000,829, Graduate,Approved
1471,no,4300000,312, Not Graduate,Rejected
1472,no,6600000,467, Not Graduate,Rejected
1473,yes,5200000,650, Graduate,Approved
1474,yes,400000,711, Graduate,Approved
1475,no,1300000,886, Not Graduate,Approved
1476,no,9700000,494, Not Graduate,Rejected
1477,yes,5400000,741, Graduate,Approved
1478,no,1200000,876, Not Graduate,Approved
1479,yes,7000000,610, Graduate,Approved
1480,no,7600000,778, Graduate,Approved
1481,yes,700000,571, Graduate,Approved
1482,yes,7500000,554, Graduate,Approved
1483,yes,2300000,712, Not Graduate,Approved
1484,yes,5600000,695, Not Graduate,Approved
1485,yes,5400000,366, Not Graduate,Rejected
1486,yes,1800000,426, Not Graduate,Rejected
1487,no,2900000,320, Not Graduate,Rejected
1488,yes,1400000,543, Not Graduate,Rejected
1489,no,2800000,525, Graduate,Rejected
1490,yes,3300000,812, Not Graduate,Approved
1491,no,7000000,697, Not Graduate,Approved
1492,no,3900000,527, Not Graduate,Rejected
1493,no,5700000,512, Not Graduate,Approved
1494,no,4100000,671, Graduate,Approved
1495,yes,2200000,539, Graduate,Rejected
1496,no,2200000,532, Not Graduate,Rejected
1497,yes,2500000,485, Not Graduate,Rejected
1498,yes,900000,521, Not Graduate,Rejected
1499,no,2900000,874, Not Graduate,Approved
1500,no,9800000,788, Not Graduate,Approved
1501,no,5200000,659, Not Graduate,Approved
1502,yes,8600000,498, Graduate,Rejected
1503,yes,4800000,310, Graduate,Rejected
1504,no,2000000,785, Graduate,Approved
1505,no,3600000,309, Graduate,Rejected
1506,yes,5300000,433, Not Graduate,Approved
1507,yes,400000,801, Not Graduate,Approved
1508,yes,6500000,488, Graduate,Rejected
1509,yes,2300000,756, Not Graduate,Approved
1510,no,1000000,757, Graduate,Approved
1511,no,3200000,828, Not Graduate,Approved
1512,yes,3400000,733, Graduate,Approved
1513,no,9600000,421, Not Graduate,Rejected
1514,no,5300000,872, Not Graduate,Approved
1515,no,4700000,393, Graduate,Rejected
1516,no,9700000,700, Graduate,Approved
1517,no,8800000,613, Graduate,Approved
1518,no,5900000,455, Graduate,Rejected
1519,yes,2400000,871, Graduate,Approved
1520,yes,7900000,497, Graduate,Rejected
1521,no,1400000,649, Graduate,Approved
1522,yes,3500000,709, Graduate,Approved
1523,no,3400000,705, Graduate,Approved
1524,no,6100000,476, Graduate,Approved
1525,yes,3000000,819, Not Graduate,Approved
1526,yes,3400000,535, Not Graduate,Rejected
1527,yes,400000,889, Graduate,Approved
1528,no,5900000,468, Graduate,Rejected
1529,yes,400000,759, Graduate,Approved
1530,yes,9000000,426, Graduate,Approved
1531,yes,8800000,712, Graduate,Approved
1532,yes,2000000,615, Graduate,Approved
1533,no,4700000,784, Graduate,Approved
1534,no,2700000,677, Not Graduate,Approved
1535,no,2600000,306, Not Graduate,Rejected
1536,yes,9000000,655, Not Graduate,Approved
1537,no,5100000,755, Not Graduate,Approved
1538,no,6600000,598, Graduate,Approved
1539,no,4400000,712, Graduate,Approved
1540,yes,1500000,524, Not Graduate,Rejected
1541,no,6200000,838, Not Graduate,Approved
1542,yes,900000,560, Graduate,Approved
1543,no,7700000,759, Not Graduate,Approved
1544,yes,600000,454, Graduate,Rejected
1545,no,4300000,539, Not Graduate,Approved
1546,yes,8200000,827, Not Graduate,Approved
1547,no,3500000,686, Not Graduate,Approved
1548,yes,9900000,371, Graduate,Rejected
1549,no,700000,784, Graduate,Approved
1550,yes,2100000,826, Graduate,Approved
1551,no,3200000,502, Not Graduate,Rejected
1552,no,2900000,367, Graduate,Rejected
1553,no,7000000,541, Not Graduate,Rejected
1554,no,3700000,608, Graduate,Approved
1555,yes,4500000,570, Not Graduate,Approved
1556,no,200000,752, Graduate,Approved
1557,yes,5600000,873, Not Graduate,Approved
1558,no,5400000,538, Graduate,Approved
1559,no,300000,819, Not Graduate,Approved
1560,yes,7500000,770, Graduate,Approved
1561,yes,2500000,345, Not Graduate,Rejected
1562,yes,3100000,730, Graduate,Approved
1563,yes,7600000,835, Graduate,Approved
1564,yes,500000,811, Not Graduate,Approved
1565,no,2700000,662, Not Graduate,Approved
1566,yes,3500000,420, Not Graduate,Approved
1567,no,3700000,413, Not Graduate,Approved
1568,yes,5600000,367, Not Graduate,Rejected
1569,yes,4800000,390, Not Graduate,Rejected
1570,yes,5200000,602, Not Graduate,Approved
1571,no,2900000,843, Graduate,Approved
1572,no,2700000,713, Graduate,Approved
1573,no,5000000,591, Graduate,Approved
1574,yes,2700000,701, Not Graduate,Approved
1575,yes,2800000,655, Not Graduate,Approved
1576,yes,7300000,720, Not Graduate,Approved
1577,yes,5900000,794, Graduate,Approved
1578,no,8100000,392, Graduate,Rejected
1579,yes,1900000,583, Graduate,Approved
1580,no,1800000,457, Graduate,Rejected
1581,yes,7600000,570, Not Graduate,Approved
1582,no,9100000,890, Graduate,Approved
1583,yes,5300000,472, Not Graduate,Rejected
1584,no,3700000,788, Not Graduate,Approved
1585,no,9500000,605, Not Graduate,Approved
1586,no,8300000,473, Graduate,Rejected
1587,no,6400000,728, Graduate,Approved
1588,yes,5300000,505, Graduate,Rejected
1589,yes,5600000,407, Graduate,Rejected
1590,yes,900000,464, Graduate,Rejected
1591,yes,2400000,514, Graduate,Rejected
1592,no,9500000,627, Graduate,Approved
1593,yes,7400000,627, Not Graduate,Approved
1594,yes,1500000,858, Not Graduate,Approved
1595,yes,8800000,607, Graduate,Approved
1596,yes,4900000,663, Not Graduate,Approved
1597,yes,8100000,522, Not Graduate,Rejected
1598,yes,2300000,610, Not Graduate,Approved
1599,yes,3000000,462, Not Graduate,Rejected
1600,yes,3900000,591, Not Graduate,Approved
1601,yes,1700000,636, Graduate,Approved
1602,yes,2100000,359, Not Graduate,Rejected
1603,yes,9700000,542, Graduate,Rejected
1604,yes,3500000,642, Not Graduate,Approved
1605,yes,1500000,414, Not Graduate,Approved
1606,yes,8800000,865, Not Graduate,Approved
1607,no,900000,369, Graduate,Rejected
1608,yes,3500000,838, Graduate,Approved
1609,no,5500000,582, Not Graduate,Approved
1610,yes,9800000,416, Not Graduate,Rejected
1611,no,2100000,705, Graduate,Approved
1612,no,1800000,306, Graduate,Rejected
1613,yes,5800000,851, Graduate,Approved
1614,no,6700000,613, Graduate,Approved
1615,no,4300000,366, Graduate,Rejected
1616,no,1200000,431, Graduate,Rejected
1617,yes,9700000,754, Not Graduate,Approved
1618,yes,5400000,447, Graduate,Rejected
1619,yes,5300000,510, Not Graduate,Rejected
1620,no,7300000,324, Graduate,Rejected
1621,no,9500000,523, Graduate,Rejected
1622,yes,7200000,362, Not Graduate,Rejected
1623,yes,9000000,657, Graduate,Approved
1624,no,6500000,790, Not Graduate,Approved
1625,yes,9500000,500, Graduate,Rejected
1626,yes,9900000,465, Not Graduate,Approved
1627,no,2900000,409, Not Graduate,Rejected
1628,yes,700000,626, Graduate,Approved
1629,no,4200000,545, Not Graduate,Rejected
1630,no,4200000,654, Not Graduate,Approved
1631,no,7600000,515, Not Graduate,Rejected
1632,yes,7100000,838, Graduate,Approved
1633,yes,4700000,406, Not Graduate,Rejected
1634,yes,9800000,573, Graduate,Approved
1635,yes,9800000,611, Graduate,Approved
1636,no,5100000,649, Not Graduate,Approved
1637,yes,3300000,775, Not Graduate,Approved
1638,no,4500000,469, Graduate,Rejected
1639,yes,3900000,587, Graduate,Approved
1640,yes,3200000,316, Graduate,Rejected
1641,no,3200000,556, Graduate,Approved
1642,no,9600000,578, Not Graduate,Approved
1643,yes,8700000,554, Not Graduate,Approved
1644,yes,1900000,892, Not Graduate,Approved
1645,yes,2900000,315, Not Graduate,Rejected
1646,no,6200000,695, Not Graduate,Approved
1647,no,5900000,806, Not Graduate,Approved
1648,yes,3200000,638, Not Graduate,Approved
1649,yes,1300000,610, Not Graduate,Approved
1650,yes,1300000,810, Not Graduate,Approved
1651,no,8700000,866, Graduate,Approved
1652,no,6300000,760, Not Graduate,Approved
1653,no,4300000,556, Graduate,Approved
1654,yes,6400000,684, Not Graduate,Approved
1655,yes,7700000,578, Not Graduate,Approved
1656,no,6900000,814, Not Graduate,Approved
1657,no,4200000,510, Not Graduate,Rejected
1658,no,3900000,674, Not Graduate,Approved
1659,yes,2000000,570, Graduate,Approved
1660,no,500000,680, Not Graduate,Approved
1661,no,3500000,803, Graduate,Approved
1662,yes,3100000,357, Not Graduate,Rejected
1663,yes,4900000,575, Not Graduate,Approved
1664,no,1000000,546, Not Graduate,Approved
1665,no,6700000,370, Graduate,Rejected
1666,no,4100000,713, Graduate,Approved
1667,yes,1600000,896, Not Graduate,Approved
1668,yes,2400000,626, Graduate,Approved
1669,no,2200000,854, Graduate,Approved
1670,no,3200000,802, Graduate,Approved
1671,yes,1600000,382, Not Graduate,Rejected
1672,no,3900000,415, Not Graduate,Rejected
1673,yes,2000000,366, Graduate,Approved
1674,yes,7600000,595, Graduate,Approved
1675,no,9800000,356, Not Graduate,Rejected
1676,no,7900000,568, Not Graduate,Approved
1677,no,1600000,615, Graduate,Approved
1678,yes,6400000,313, Graduate,Rejected
1679,yes,6400000,575, Graduate,Approved
1680,no,1600000,577, Graduate,Approved
1681,no,9200000,455, Graduate,Rejected
1682,no,7800000,500, Not Graduate,Rejected
1683,yes,4000000,509, Not Graduate,Rejected
1684,yes,6100000,379, Not Graduate,Rejected
1685,no,7100000,664, Graduate,Approved
1686,yes,2500000,623, Not Graduate,Approved
1687,no,3200000,558, Graduate,Approved
1688,no,1700000,580, Graduate,Approved
1689,no,6300000,612, Graduate,Approved
1690,yes,700000,705, Graduate,Approved
1691,yes,1100000,301, Graduate,Rejected
1692,yes,8900000,711, Not Graduate,Approved
1693,no,300000,735, Graduate,Approved
1694,no,2200000,682, Not Graduate,Approved
1695,no,3400000,348, Not Graduate,Rejected
1696,yes,7900000,750, Graduate,Approved
1697,yes,5800000,835, Not Graduate,Approved
1698,yes,9400000,389, Graduate,Rejected
1699,no,4800000,866, Graduate,Approved
1700,no,7600000,689, Not Graduate,Approved
1701,no,5900000,645, Not Graduate,Approved
1702,yes,4300000,797, Graduate,Approved
1703,no,6100000,849, Graduate,Approved
1704,no,5400000,423, Graduate,Rejected
1705,yes,5200000,370, Not Graduate,Rejected
1706,no,8500000,378, Not Graduate,Rejected
1707,no,900000,417, Not Graduate,Rejected
1708,no,1400000,530, Not Graduate,Rejected
1709,yes,2400000,543, Not Graduate,Rejected
1710,no,6300000,750, Graduate,Approved
1711,no,3100000,346, Graduate,Rejected
1712,yes,6900000,330, Graduate,Rejected
1713,yes,3000000,712, Not Graduate,Approved
1714,no,3100000,376, Not Graduate,Rejected
1715,no,600000,338, Not Graduate,Rejected
1716,yes,4700000,600, Not Graduate,Approved
1717,no,2500000,495, Graduate,Rejected
1718,no,9700000,300, Graduate,Approved
1719,yes,7600000,691, Not Graduate,Approved
1720,no,8400000,519, Graduate,Rejected
1721,yes,3800000,540, Graduate,Rejected
1722,yes,3100000,562, Not Graduate,Approved
1723,no,5700000,323, Not Graduate,Rejected
1724,yes,5500000,312, Graduate,Rejected
1725,yes,200000,511, Not Graduate,Approved
1726,yes,3700000,621, Not Graduate,Approved
1727,yes,1600000,512, Not Graduate,Rejected
1728,no,3900000,786, Graduate,Approved
